JURIS_NAME,YEAR,APN,STREET_ADDRESS,UNIT_CAT,TENURE,VLOW_INCOME_DR,VLOW_INCOME_NDR,LOW_INCOME_DR,LOW_INCOME_NDR,MOD_INCOME_DR,MOD_INCOME_NDR,BP_VLOW_INCOME_DR,BP_VLOW_INCOME_NDR,BP_LOW_INCOME_DR,BP_LOW_INCOME_NDR,BP_MOD_INCOME_DR,BP_MOD_INCOME_NDR,CO_VLOW_INCOME_DR,CO_VLOW_INCOME_NDR,CO_LOW_INCOME_DR,CO_LOW_INCOME_NDR,CO_MOD_INCOME_DR,CO_MOD_INCOME_NDR,DR_TYPE,TERM_AFF_DR,DENSITY_BONUS_TOTAL,NOTES
CAMPBELL,2021,41208061,200 - 212 MALLEY WY (7 UNITS) BUILDING 1,5+,Owner,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,INC,45,0,
EL CERRITO,2022,513372035,6115 Potrero Ave,5+,Renter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INC,,0,
EL CERRITO,2022,502112038,1715 Elm St,5+,Renter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INC,,0,
MARINA,2018,032-201-138,3108 Seacrest Ave,5+,Renter,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DB,55,0,
OXNARD,2024,223-0-041-060,5536 CYPRESS RD,5+,Renter,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,DB,,50,
GROVER BEACH,2024,60237018,1176 Ramona Ave,5+,Renter,0,0,3,0,0,0,0,0,3,0,0,16,0,0,0,0,0,0,DB,,0.34999999999999998,
LONG BEACH,2022,7208010024,2400 LONG BEACH BLVD,5+,Renter,0,0,0,0,0,0,11,0,83,0,0,0,0,0,0,0,0,0,DB,55,0,
ROLLING HILLS ESTATES,2024,7589-005-020,27525 Norris Center Drive,5+,Renter,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,DB," 9 affordable units for moderate income households and public streetscape improvements in exchange for bonus level development.""",0,Yes
REDWOOD CITY,2024,52261680,"""590 Veterans Blvd &  91 Winslow St""",5+,Owner,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DB,30,0.5,"""Project entitlement allows for rental; if rental"
CARLSBAD,2024,2031021500,2680 ROOSEVELT ST,5+,Owner,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,INC,55,0,
HAYWARD,2019,078C-0455-001-04,29212 Mission Blvd,5+,Owner,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,INC,1000,0,
DEL MAR,2023,299-100-48,Vacant,5+,Owner,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DB,,0,
SAN MATEO,2018,34200240,31 9th Ave,5+,Renter,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,INC,1000,0,
SAN MATEO,2018,34182160,405 E 4th,5+,Renter,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,INC,1000,0,
FREMONT,2022,543 046400300,34320 Fremont Blvd,5+,Renter,0,0,0,0,0,0,43,0,10,0,0,0,0,0,0,0,0,0,DB,55,35,
WEST HOLLYWOOD,2020,4340011013,9001 SANTA MONICA BLVD,5+,Renter,0,0,4,0,4,0,0,0,4,0,4,0,0,0,0,0,0,0,DB,1000,0,
WEST HOLLYWOOD,2020,4340013025,702 DOHENY DR,5+,Renter,2,0,4,0,6,0,2,0,4,0,6,0,2,0,4,0,6,0,DB,1000,0,23 Net Units
SONOMA,2019,128-181-001,1269 Broadway,5+,Renter,7,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,DB,,0,
SAN RAMON,2023,214-010-118,1516 Carmine Ct.,5+,Owner,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,INC,55,0,
SUNNYVALE,2021,21301034,1175 ASTER AV,5+,Renter,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,INC,55,0,
SUNNYVALE,2021,20522034,959 STEWART DR 311,5+,Renter,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,INC,55,0,
PACIFICA,2021,022-083-030,801 Fassler,5+,Owner,2,0,0,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,INC,45,0,
NEWPORT BEACH,2021,425 471 55,2510 Coast Highway W.,5+,Owner,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DB,30,35,
NOVATO,2023,141-221-75,1602 VALLEJO #8,5+,Owner,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INC,55,0,
NOVATO,2023,157-970-03,601 ROCKVIEW,5+,Owner,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,INC,55,0,
NOVATO,2023,157-970-03,605 ROCKVIEW,5+,Owner,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,INC,55,0,
NOVATO,2023,125-580-16,638 Verandah,5+,Owner,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,INC,55,0,
PALM DESERT,2024,694190087,74699 TECHNOLOGY DR,5+,Renter,0,0,0,0,0,0,2,0,2,0,2,0,0,0,0,0,0,0,INC,55,0,
PALM DESERT,2024,694190087,74699 TECHNOLOGY DR,5+,Renter,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,INC,55,0,
PALM DESERT,2024,694190087,74699 TECHNOLOGY DR,5+,Renter,0,0,0,0,0,0,2,0,2,0,2,0,0,0,0,0,0,0,INC,55,0,
PALM DESERT,2024,694190087,74699 TECHNOLOGY DR,5+,Renter,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,INC,55,0,
PALM DESERT,2024,694190087,74699 TECHNOLOGY DR,5+,Renter,0,0,0,0,0,0,2,0,2,0,2,0,0,0,0,0,0,0,INC,55,0,
PALM DESERT,2024,694520019,75700 GERALD FORD DR,5+,Renter,0,0,0,0,0,0,4,0,19,0,0,0,4,0,19,0,0,0,INC,55,0,
PALM DESERT,2024,694520019,75700 GERALD FORD DR,5+,Renter,0,0,0,0,0,0,2,0,20,0,0,0,2,0,20,0,0,0,INC,55,0,
PALM DESERT,2024,694130017,73501 DICK KELLY DR,5+,Renter,0,0,0,0,0,0,15,0,1,0,0,0,0,0,0,0,0,0,INC,55,0,
SONOMA,2019,128-181-001,1269 Broadway,5+,Renter,7,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,DB,,0,
REDWOOD CITY,2023,53148090,1201 Main St,5+,Renter,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,INC,,0,"""Inclusionary & Density Bonus"
REDWOOD CITY,2023,52520010,505 E Bayshore Road,5+,Owner,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,INC,,0,
REDWOOD CITY,2023,53063070,1304 El Camino,5+,Renter,0,0,0,0,0,0,0,0,0,0,0,0,30,0,8,0,0,0,INC,,0,15 of the units have a preference for people with developmental disabilities
LOS ALTOS,2019,17003085,4898 El Camino Real,5+,Owner,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,INC,55,0,
LOS ALTOS,2019,16741019,425 First Street,5+,Owner,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,INC,55,0,
NEWPORT BEACH,2021,445 131 29,4440 Von Karman,5+,Renter,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DB,30,20,
TRUCKEE,2024,019-820-001-000,10011 Winter Creek Loop,5+,Renter,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DB,1000,0.13,Yes
HAYWARD,2019,415-0170-019-00,21339 Oak Street,5+,Renter,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,INC,1000,0,
ROSEMEAD,2019,5288-004-066,8479 Garvey Ave,5+,Renter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,DB," the affordable rent will comply with Section 50053 of the California Health & Safety Code.""",0,
WEST HOLLYWOOD,2020,4340028006,1012 CORY AVE,5+,Owner,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,DB,1000,0,5 Net Units
WEST HOLLYWOOD,2020,5555004033,1136 LA CIENEGA BLVD,5+,Owner,2,0,0,0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,DB,1000,0,21 Net Units
WEST HOLLYWOOD,2020,5531003010,1155 FULLER AVE,5+,Renter,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,DB,1000,0,
FULLERTON,2020,070-222-23,3801 Franklin Ave,5+,Renter,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,DB,55,0,Regulatory Agreement and Declaration of Covenants and Restrictions; affordable unit subsidized by project / Nothing for 2020 APR
PALO ALTO,2021,147-03-041,788 SAN ANTONIO AVE,5+,Renter,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,INC,,0,
MENLO PARK,2021,55236120,111 Independence Drive,5+,Renter,4,0,9,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,DB,55,14.1,
SAN LUIS OBISPO,2019,004-705-020,3560 Ranch House,5+,Renter,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,INC,55,0,
SONOMA,2019,128-181-001,1269 Broadway,5+,Renter,5,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,DB,,0,
REDWOOD CITY,2023,53145260,1304 Middlefield Rd,5+,Renter,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INC,,0,
LONG BEACH,2022,7208010024,2400 Long Beach Blvd,5+,Renter,22,0,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DB,55,0,
LONG BEACH,2022,7210013901,941E PACIFIC COAST HWY,5+,Renter,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,DB,55,0,
SONOMA,2019,128-181-001,1269 Broadway,5+,Renter,7,0,1,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,DB,,0,
OCEANSIDE,2024,1532741900,1931 S COAST HWY,5+,Renter,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,DB,,0.5,"""Note"
ROCKLIN,2024,017-172-014-000,818 UNIVERSITY AVE,5+,Renter,0,0,0,0,0,0,0,0,0,0,0,0,16,0,5,0,0,0,DB,,0.23000000000000001,
ROCKLIN,2024,017-172-014-000,812 UNIVERSITY AVE,5+,Renter,0,0,0,0,0,0,0,0,0,0,0,0,6,0,18,0,0,0,DB,,0.23000000000000001,
ROCKLIN,2024,017-172-014-000,810 UNIVERSITY AVE,5+,Renter,0,0,0,0,0,0,0,0,0,0,0,0,6,0,18,0,0,0,DB,,0.23000000000000001,
LOS ALTOS,2019,17004066,5150 El Camino Real,5+,Owner,0,0,16,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,INC,55,0,
MENLO PARK,2021,61441100,1162 El Camino Real,5+,Renter,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INC,55,0,
PASADENA,2021,5734-023-022,139 S Oak Knoll,5+,Renter,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INC,1000,0,
SANTA ROSA,2021,125521008,2268 STONY POINT RD,5+,Renter,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,DB,55,2,
SAN LUIS OBISPO,2019,004-705-002,3540 Ranch House,5+,Renter,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,INC,55,0,
SAN LUIS OBISPO,2019,053-222-007,803 Orcutt,5+,Renter,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,INC,55,0,
SAN LUIS OBISPO,2019,053-203-002,3110 Duncan,5+,Renter,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,INC,55,0,
TRUCKEE,2024,019-102-011-000,"""10012 Jibboom Street 10090 Jibboom Street""",5+,Owner,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DB,1000,0.5,Yes
NEWPORT BEACH,2024,425 471 58,2510 West Coast Highway,5+,Renter,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,DB,,0.34999999999999998,
CAMPBELL,2021,41208061,228 - 246 RAILWAY AVE (10 UNITS) BUILDING 4,5+,Owner,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,DB,0,0,
GARDEN GROVE,2024,09720113,13171 Jefferson St,5+,Renter,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DB,55,0.39000000000000001,
UKIAH,2022,003-040-78,210 EAST GOBBI STREET,5+,Renter,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,DB,0,0,
UKIAH,2022,003-040-79,210 EAST GOBBI STREET,5+,Renter,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,DB,0,0,
MARINA,2018,032-171-018,3125 DeForest Ave,5+,Renter,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DB,55,0,
SAN RAMON,2024,214-010-307,5710 Melon  Court,5+,Owner,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,INC,55,0,"""No public funding"
LOS ANGELES COUNTY,2024,6148003032,1342 E IMPERIAL HWY LOS ANGELES CA 90059,5+,Renter,0,0,25,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,DB,55,3.6499999999999999,Yes
SAN RAMON,2024,214-010-125,1216 Azure Ct.,5+,Owner,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,INC,55,0,"""No public funding"
GROVER BEACH,2020,60237018,1176 Ramona Ave,5+,Renter,0,0,3,0,0,0,0,0,3,0,0,16,0,0,0,0,0,0,DB,30,0,9/21/2018 demo
CORONA,2024,118270051 118270053 118270055,NONE,5+,Renter,0,0,91,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,DB,55,0,
ENCINITAS,2024,2546121400,1301 Bergamo Pl 102,5+,Renter,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,DB,1000,0,"""Project was eligible for 35% density bonus but opted not to utilize.  Also received 400"
ENCINITAS,2024,2546121400,1303 Bergamo Pl 103,5+,Renter,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,DB,1000,0,"""Project was eligible for 35% density bonus but opted not to utilize.  Also received 400"
ENCINITAS,2024,2546121400,1302 Bergamo Pl 105,5+,Renter,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,DB,1000,0,"""Project was eligible for 35% density bonus but opted not to utilize.  Also received 400"
ENCINITAS,2024,2546121400,1302 Bergamo Pl 101,5+,Renter,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,DB,1000,0,"""Project was eligible for 35% density bonus but opted not to utilize.  Also received 400"
ENCINITAS,2024,2546121400,1201 Ustica Pl 102,5+,Renter,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,DB,55,0,"""Project was eligible for 35% density bonus but opted not to utilize.  Also received 400"
ENCINITAS,2024,216-052-01-00,1967 N Vulcan Ave,5+,Renter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,DB,1000,0.34999999999999998,"""3 DB units deed restricted for 55 years"
ROHNERT PARK,2021,159-550-007,6000 Kerry Road,5+,Renter,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,109,0,0,INC,55,0,
MORRO BAY,2021,065-386-015,2783 Coral Ave,5+,Owner,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,DB,,0,
CATHEDRAL,2021,678-060-058,30600 LANDAU BLVD,5+,Renter,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,DB,1000,0,AGREEMENT/FINANCIAL PARTNERSHIP WITH CITY
NEVADA COUNTY,2022,51151065,10528 Broken Oak Court,5+,Renter,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DB,55,37,
SONOMA,2019,128-181-001,1269 Broadway,5+,Renter,7,0,1,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,DB,55,0,
HUNTINGTON BEACH,2022,167-471-02,17532 Cameron Ln.,5+,Owner,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,DB,45,0,"""No incentives"
REDWOOD CITY,2023,53063090,1330 El Camino Real,5+,Renter,7,0,6,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,INC,,0,Inclusionary & Density Bonus
CARPINTERIA,2024,003-251-021,4745 Carpinteria Avenue,5+,Renter,1,0,2,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,DB,99,0.059999999999999998,No financial assistance was provided for construction of the affordable units; project was fully owner-funded.
MERCED,2024,058-220-048,1555   DEVONWOOD DR,5+,Renter,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,DB,55,0,"""Project elligible for 4 concessions or waiver. Requested 2"
DANVILLE,2024,200140011,375 West El Pintado Ave,5+,Owner,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DB,,0.20000000000000001,
DANVILLE,2024,208022041,600 Hartz Ave,5+,Owner,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,INC,20,0,
MORRO BAY,2021,068-323-034,405 Atascadero Road,5+,Renter,13,0,21,0,1,0,13,0,21,0,1,0,0,0,0,0,0,0,DB,55,60,
RANCHO CUCAMONGA,2024,020863247-0000,NEC Foothill and Lion,5+,Renter,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DB,,0.11,Density Bonus Law
ALAMEDA,2024,74-1373-10-21,451 MARTIN MARINER AVE,5+,Owner,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,DB,1000,0.20000000000000001,Developer
ALAMEDA,2024,71-293-20,2055 BARNES  WHARF LN,5+,Owner,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,DB,59,0.20000000000000001,Developer
ALAMEDA,2024,71-293-19,2171 BARNES  WHARF LN,5+,Owner,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,DB,59,0.20000000000000001,Developer
DAVIS,2024,069-530-030-000,2555 Research Park Dr.,5+,Renter,10,0,0,0,0,0,10,0,0,0,0,190,0,0,0,0,0,0,INC,,0,Required per project aproval and development agreement.
ENCINITAS,2024,2546121400,1603 San Remo Pl 102,5+,Renter,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,DB,1000,0,"""Project was eligible for 35% density bonus but opted not to utilize.  Also received 400"
ENCINITAS,2024,2546121400,1301 Bergamo Pl 105,5+,Renter,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,DB,1000,0,"""Project was eligible for 35% density bonus but opted not to utilize.  Also received 400"
ENCINITAS,2024,2546121400,1400 Anacona Pl 202,5+,Renter,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,DB,1000,0,"""Project was eligible for 35% density bonus but opted not to utilize.  Also received 400"
MARINA,2024,031-221-015,BMR Site 1,5+,Renter,92,0,0,0,0,0,92,0,0,0,0,0,92,0,0,0,0,0,INC,,0,
SAN DIEGO,2024,4453622500,4360 UTAH ST,5+,Renter,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,INC,,0,
SAN DIEGO,2024,5472303500,465 47TH ST,5+,Renter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,INC,,0,
SAN DIEGO,2024,4456921800,3918 ARIZONA ST,5+,Renter,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,DB,55,1,PRIVATELY FUNDED PROJECT - UNKNOWN IF DEVELOPMENT INCENTIVES/WAIVERS REQUESTED
SAN DIEGO,2024,4531521000,3066 NORTH PARK WY,5+,Renter,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,DB,55,1,PRIVATELY FUNDED PROJECT - UNKNOWN IF DEVELOPMENT INCENTIVES/WAIVERS REQUESTED
SAN DIEGO,2024,5313051000,3111 FENELON ST,5+,Renter,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,DB,55,0.5,PRIVATELY FUNDED PROJECT - UNKNOWN WHETHER DEVELOPMENT INCENTIVES/WAIVERS REQUESTED
SAN DIEGO,2024,4714612400,4020 44TH ST,5+,Renter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,DB,55,0.88,PRIVATELY FUNDED PROJECT - UNKNOWN WHETHER DEVELOPMENT INCENTIVES/WAIVERS REQUESTED
SAN DIEGO,2024,5303711000,3027 KEATS ST,5+,Renter,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,INC,,0,
ENCINITAS,2023,216-052-01-00,1967 N Vulcan Ave,5+,Renter,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,DB,1000,0.34999999999999998,"""3 DB units deed restricted for 55 years"
PALMDALE,2024,3008-040-012,38225 9th Street East,5+,Renter,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,DB,55,0.050000000000000003,Building Permits applied for in 2022 not yet approved. Grading permit #EN22-00262 approved 4/25/2023.
ENCINITAS,2024,2546121400,1501 Livorno Pl 209,5+,Renter,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,DB,55,0,"""Project was eligible for 35% density bonus but opted not to utilize.  Also received 400"
ENCINITAS,2024,2546121400,1201 Ustica Pl 209,5+,Renter,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,DB,55,0,"""Project was eligible for 35% density bonus but opted not to utilize.  Also received 400"
ENCINITAS,2024,2546121939,1403 Anacona Pl 201,5+,Owner,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,DB,1000,0,"""Project was eligible for 35% density bonus but opted not to utilize.  Also received 400"
SIMI VALLEY,2024,6270020275,4415 ALAMO ST,5+,Renter,0,0,0,0,0,0,54,0,214,0,0,0,54,0,214,0,0,0,DB,,0.12,78 units with City deed restrictions; 184 units with tax credit subsidy; 3 manager's units at market rate
SANTA PAULA,2021,103-0-082-225,603 E Main St,5+,Renter,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DB,55,58,
LOS ALTOS,2024,17004066,5150 EL CAMINO REAL,5+,Renter,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,INC,55,0,No government funding
SAN MATEO,2024,32322130,303 BALDWIN AVE,5+,Renter,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,DB,1000,0.35999999999999999,"""SPAR to demolish existing on-site structures and parking lot"
BERKELEY,2024,055 189400200,2037 Durant Ave,5+,Renter,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DB,,0.20000000000000001,G:\LANDUSE\Projects by Address\Durant\2037\ZP2023-0064
BERKELEY,2024,055 189000900,2137 Dwight Way,5+,Renter,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,DB,,0.25,G:\LANDUSE\Projects by Address\Dwight\2127\ZP2023-0057
BERKELEY,2024,055 183901901,2587 Telegraph St,5+,Renter,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DB,,0.5,
BERKELEY,2024,054 171900100,2701 Shattuck Ave,5+,Renter,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,DB,,0.34999999999999998,"""Waiver to provide 14 parking spaces"
ALAMEDA,2024,74-1373-10-21,400 SENTINEL DR,5+,Owner,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,DB,1000,0.20000000000000001,Developer
CAMARILLO,2024,1600093295,5180 VERDUGO WY,5+,Renter,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,DB,55,0,"""No financial assistance (field AL) and no incentives"
CAMARILLO,2024,1600093295,5190 VERDUGO WY,5+,Renter,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,DB,55,0,"""No financial assistance (field AL) and no incentives"
CAMARILLO,2024,1600093295,5192 VERDUGO WY,5+,Renter,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,DB,55,0,"""No financial assistance (field AL) and no incentives"
CAMARILLO,2024,1600093295,390 CAMINO RUIZ,5+,Renter,3,0,0,0,1,0,3,0,0,0,1,0,0,0,0,0,0,0,DB,55,0,"""No financial assistance (field AL) and no incentives"
EUREKA,2024,002-064-006,1805 4TH ST,5+,Renter,2,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,DB,,0,
RANCHO CUCAMONGA,2024,020701144-0000,NEC Foothill and Grove,5+,Renter,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DB,,0.050000000000000003,Density Bonus Law
TRUCKEE,2024,019-102-011-000,"""10012 Jibboom Street 10090 Jibboom Street""",5+,Renter,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DB,1000,0.5,Yes
OROVILLE,2024,031-053-068,215 Table Mountain Blvd,5+,Renter,0,0,0,0,0,0,0,0,14,0,0,0,0,0,14,0,0,0,DB,0,0,
VISALIA,2024,077660024,3741 W HOUSTON AVE,5+,Renter,0,0,0,0,0,0,16,0,6,2,0,0,0,0,0,0,0,0,DB,,0,
VISALIA,2024,077660022,3825 W HOUSTON AVE,5+,Renter,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,DB,,0,
VISALIA,2024,077660024,3747 W HOUSTON AVE,5+,Renter,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,DB,,0,
ENCINITAS,2024,2592312800,2220 Encinitas Blvd,5+,Renter,0,0,0,0,0,0,21,0,29,0,0,0,0,0,0,0,0,0,DB,1000,0.22,21 units- 1000; 29 units - 55 years
ENCINITAS,2024,2546121400,1303 Bergamo Pl 101,5+,Renter,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,DB,1000,0,"""Project was eligible for 35% density bonus but opted not to utilize.  Also received 400"
ENCINITAS,2024,2546121400,1201 Ustica Pl 101,5+,Renter,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,DB,1000,0,"""Project was eligible for 35% density bonus but opted not to utilize.  Also received 400"
ENCINITAS,2024,258-130-80-00,258-130-80-00,5+,Renter,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DB,1000,0.5,45 units- perpetuity and 45 units- 55 years
ENCINITAS,2024,2574702400,601 N. El Camino Real,5+,Renter,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DB,1000,0.5,9 units in perpetuity and 3 units for 55 years
ENCINITAS,2024,2540531700,145 Sanford St,5+,Renter,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DB,1000,0.31,1 unit in perpetuity
MOUNTAIN VIEW,2024,148-15-020,334 San Antonio Rd,5+,Renter,22,0,77,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,DB,1000,0,100% affordable; funding applications in progress; concession includes removal of Transportation Demand Management requirements; no parking required per AB 2097
LOS ALTOS,2024,16741019,425 FIRST STREET UNIT 16,5+,Owner,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,INC,55,0,No government funding
CAMARILLO,2024,2290070305,580 LEWIS RD,5+,Renter,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,DB,55,0,
CAMARILLO,2024,1600093295,5138 VERDUGO WY,5+,Renter,2,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,DB,55,0,"""No financial assistance (field AL) and no incentives"
CAMARILLO,2024,1600093295,5154 VERDUGO WY,5+,Renter,1,0,0,0,2,0,1,0,0,0,2,0,0,0,0,0,0,0,DB,55,0,"""No financial assistance (field AL) and no incentives"
